,compound,flashpoint,pure substance,smiles,source
269,m-propyltoluene,325.0,1,C(CC)C=1C=C(C)C=CC1,carroll11
270,p-diethylbenzene,328.0,1,C(C)C1=CC=C(C=C1)CC,carroll11
271,o-diethylbenzene,328.0,1,C(C)C1=C(C=CC=C1)CC,carroll11
272,neopentylbenzene,323.0,1,C(C(C)(C)C)C1=CC=CC=C1,carroll11
273,"2-ethyl-1,4-dimethylbenzene",329.0,1,C(C)C1=C(C=CC(=C1)C)C,carroll11
274,"1-ethyl-2,4-dimethylbenzene",330.0,1,C(C)C1=C(C=C(C=C1)C)C,carroll11
275,"4-ethyl-1,2-dimethylbenzene",331.0,1,C(C)C1=CC(=C(C=C1)C)C,carroll11
276,1-ethyl-3-isopropylbenzene,336.0,1,C(C)C1=CC(=CC=C1)C(C)C,carroll11
277,"1-ethyl-2,3-dimethylbenzene",338.0,1,C(C)C1=C(C(=CC=C1)C)C,carroll11
278,1-phenyl-2-methylbutane,337.0,1,C1(=CC=CC=C1)CC(CC)C,carroll11
279,isopentylbenzene,335.0,1,C(CC(C)C)C1=CC=CC=C1,carroll11
280,"1,2,3,5-tetramethylbenzene",336.0,1,CC1=C(C(=CC(=C1)C)C)C,carroll11
281,"1,3-diisopropylbenzene",349.0,1,C(C)(C)C1=CC(=CC=C1)C(C)C,carroll11
282,"1,2,3,4-tetramethylbenzene",341.0,1,CC1=C(C(=C(C=C1)C)C)C,carroll11
283,2-phenyl-2-methylbutane,332.0,1,C1(=CC=CC=C1)C(C)(CC)C,carroll11
284,"1,2-dimethyl-3-propylbenzene",345.0,1,CC1=C(C(=CC=C1)CCC)C,carroll11
285,"1,4-diisopropylbenzene",349.0,1,C(C)(C)C1=CC=C(C=C1)C(C)C,carroll11
286,"1,2,3,4-tetrahydronaphthalene",344.0,1,C1CCCC2=CC=CC=C12,carroll11
287,cyclohexylbenzene,371.0,1,C1(CCCCC1)C1=CC=CC=C1,carroll11
288,(1-methylheptyl)benzene,373.0,1,CC(CCCCCC)C1=CC=CC=C1,carroll11
289,diphenylmethane,400.0,1,C1(=CC=CC=C1)CC1=CC=CC=C1,carroll11
290,ethylformate,254.0,1,C(C)OC=O,carroll11
291,propylformate,270.0,1,C(CC)OC=O,carroll11
292,butylformate,291.0,1,C(CCC)OC=O,carroll11
293,pentylformate,299.0,1,C(CCCC)OC=O,carroll11
