compound,flashpoint,pure substance,smiles,source,is_silicon,is_metallic,is_tin
"Hexanoic acid, 2-ethyl-, 2-ethylhexyl ester",410.25,1,CCCCC(CC)COC(=O)C(CC)CCCC,le15,0,0,0
"Acetic acid, ((4-chloro-o-tolyl)oxy)-, butyl ester",397.95,1,CCCCOC(=O)COc1cc(Cl)ccc1C,le15,0,0,0
"Phosphonic acid, (2,2,2-trichloro-1-hydroxyethyl)-, dimethyl ester",389.85,1,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,le15,0,0,0
"Acetic acid, (4-chlorophenoxy)-, 2-(dimethylamino)ethyl ester (9CI)",436.15,1,CN(C)CCOC(=O)COc1ccc(Cl)cc1,le15,0,0,0
"Malealdehydic acid, dibromo- (8CI)",421.55,1,O=C/C(Br)=C(/Br)C(=O)O,le15,0,0,0
"Carbamic acid, (3-chlorophenyl)-, 4-chloro-2-butynyl ester (9CI)",433.05,1,O=C(Nc1cccc(Cl)c1)OCC#CCCl,le15,0,0,0
"1-Naphthalenebutanoic acid, 4-methoxy-gamma-oxo-",469.75,1,COc1ccc(C(=O)CCC(=O)O)c2ccccc12,le15,0,0,0
"Propionic acid, 2,2'-azobis(2-methyl-, diethyl ester",386.05,1,CCOC(=O)C(C)(C)N=NC(C)(C)C(=O)OCC,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl S-(2-(ethylthio)ethyl) ester",420.75,1,CCOP(=O)(OCC)SCCSCC,le15,0,0,0
"Hexanedioic acid, 1,6-bis(2-methylpropyl) ester",395.75,1,CC(C)COC(=O)CCCCC(=O)OCC(C)C,le15,0,0,0
"Benzoic acid, 2-(acetyloxy)-5-bromo- (9CI)",449.75,1,CC(=O)Oc1ccc(Br)cc1C(=O)O,le15,0,0,0
"Propionic acid, 2,3-dibromo-, ethyl ester (6CI,7CI,8CI)",364.15,1,CCOC(=O)C(Br)CBr,le15,0,0,0
"Fumaric acid, dihydroxy-, dimethyl ester, diacetate",413.25,1,CC(=O)O.CC(=O)O.COC(=O)/C(O)=C(\O)C(=O)OC,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl S-((ethylsulfinyl)methyl) ester",453.45,1,CCOP(=O)(OCC)SCS(=O)CC,le15,0,0,0
"Phosphonodithioic acid, ethyl-, O-ethyl S-(4-methylphenyl) ester (9CI)",435.75,1,CCOP(=S)(CC)Sc1ccc(C)cc1,le15,0,0,0
"Phosphonodithioic acid, ethyl-, O-ethyl S-(o-tolyl) ester",428.55,1,CCOP(=S)(CC)Sc1ccccc1C,le15,0,0,0
"Phosphorodithioic acid, O,O-diethyl S-(ethylthio)methyl ester",405.95,1,CCOP(=S)(OCC)SCSCC,le15,0,0,0
"Fluorene-9-carboxylic acid, 2-chloro-9-hydroxy- (8CI)",543.95,1,O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,le15,0,0,0
"Phosphorothioic acid, O-(4-aminophenyl) O,O-diethyl ester",436.35,1,CCOP(=S)(OCC)Oc1ccc(N)cc1,le15,0,0,0
"Phosphorodithioic acid, S-(2-(ethylsulfinyl)ethyl) O,O-dimethyl ester",459.35,1,CCS(=O)CCSP(=S)(OC)OC,le15,0,0,0
"Arsonic acid, (4-hydroxy-3-nitrophenyl)-",513.481,1,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,le15,0,1,0
"Phosphorothioic acid, O,O-dimethyl O-(4-nitrophenyl) ester",319.25,1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Phosphorothioic acid, O,O-dimethyl O-(p-(methylthio)phenyl) ester",420.95,1,COP(=S)(OC)Oc1ccc(SC)cc1,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, 3-phenyl-2-propenyl ester",554.35,1,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,le15,0,0,0
"Phosphonothioic acid, ethyl-, O-(4-chlorophenyl) O-ethyl ester",416.85,1,CCOP(=S)(CC)Oc1ccc(Cl)cc1,le15,0,0,0
"Phosphorothioic acid, S-1,2-dichlorovinyl O,O-diethyl ester",399.05,1,CCOP(=O)(OCC)SC(Cl)=CCl,le15,0,0,0
"Phosphorothioic acid, S-2,2-dichlorovinyl O,O-diethyl ester",387.05,1,CCOP(=O)(OCC)SC=C(Cl)Cl,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, 3-phenylpropyl ester",533.75,1,O=C(C=Cc1ccccc1)OCCCc1ccccc1,le15,0,0,0
Phosphoric acid tributyl ester,466.45,1,CCCCOP(=O)(OCCCC)OCCCC,le15,0,0,0
"(1,1-Biphenyl)-4-acetic acid, alpha-2-butenyl-",597.35,1,CC=CCC(C(=O)O)c1ccc(-c2ccccc2)cc1,le15,0,0,0
"Phosphoric acid, tris(2-methylpropyl) ester",398.95,1,CC(C)COP(=O)(OCC(C)C)OCC(C)C,le15,0,0,0
"Pentanoic acid, 4-(1-piperidinyl)cyclohexyl ester (9CI)",381.75,1,CCCCC(=O)OC1CCC(N2CCCCC2)CC1,le15,0,0,0
"Isovaleric acid, 4-piperidinocyclohexyl ester",379.35,1,CC(C)CC(=O)OC1CCC(N2CCCCC2)CC1,le15,0,0,0
"Phosphorodithioic acid, S-(4-chlorophenyl) O,O-dimethyl ester",424.35,1,COP(=S)(OC)Sc1ccc(Cl)cc1,le15,0,0,0
"Propionic acid, 2-(2,4,5-trichlorophenoxy)-",455.75,1,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,le15,0,0,0
"1,3-Cyclopentanedicarboxylic acid, dibutyl ester",434.35,1,CCCCOC(=O)C1CCC(C(=O)OCCCC)C1,le15,0,0,0
heptadecanoic acid,431.55,1,CCCCCCCCCCCCCCCCC(=O)O,le15,0,0,0
"Phosphoric acid, 2,4-dichlorophenyl dimethyl ester",439.65,1,COP(=O)(OC)Oc1ccc(Cl)cc1Cl,le15,0,0,0
"Tridecanedioic acid, dimethyl ester",413.95,1,COC(=O)CCCCCCCCCCCC(=O)OC,le15,0,0,0
"Phosphorodithioic acid, O,O-diethyl S-(tetrahydro-3-thienyl) ester",437.35,1,CCOP(=S)(OCC)SC1CCSC1,le15,0,0,0
"2,5,8,10-Tetraoxatridec-12-enoic acid, 9-oxo-, 2-propenyl ester",418.45,1,C=CCOC(=O)OCCOCCOC(=O)OCC=C,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl O-(2-(ethylsulfinyl)ethyl) ester",453.75,1,CCOP(=S)(OCC)OCCS(=O)CC,le15,0,0,0
"Acetic acid, phenyl-, 3,7-dimethyl-6-octenyl ester",394.35,1,CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,le15,0,0,0
"Dodecanoic acid, 2,3-dihydroxypropyl ester",408.75,1,CCCCCCCCCCCC(=O)OCC(O)CO,le15,0,0,0
"Phosphorodithioic acid, O,O-diethyl S-(2-(ethylthio)ethyl) ester",426.95,1,CCOP(=S)(OCC)SCCSCC,le15,0,0,0
"9H-Fluorene-9-carboxylic acid, 2-chloro-9-hydroxy-, methyl ester",484.85,1,COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,le15,0,0,0
"Phosphoric acid, diethyl 4-nitrophenyl ester",435.45,1,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Phosphonothioic acid, methyl-, O-(4-nitrophenyl) O-propyl ester",445.75,1,CCCOP(C)(=S)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Succinic acid, 2,3-dibromo- (8CI)",385.65,1,O=C(O)C(Br)C(Br)C(=O)O,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl S-((ethylsulfonyl)methyl) ester",462.85,1,CCOP(=O)(OCC)SCS(=O)(=O)CC,le15,0,0,0
"Benzeneacetic acid, alpha-hydroxy-, 3,3,5-trimethylcyclohexyl ester",423.25,1,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-, 2-methylpropyl ester (9CI)",402.05,1,CC(C)COC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-, butyl ester",405.15,1,CCCCOC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Phosphorothioic acid, O,O-dimethyl O-(3-methyl-4-nitrophenyl) ester",438.35,1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,le15,0,0,0
"Phosphorothioic acid, O-ethyl O-methyl O-(4-nitrophenyl) ester (9CI)",438.05,1,CCOP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Phthalic acid, bis(2,3-epoxypropyl) ester",446.05,1,O=C(OCC1CO1)c1ccccc1C(=O)OCC1CO1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester",427.05,1,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,le15,0,0,0
"1,4-Benzenedicarboxylic acid, dibutyl ester",453.35,1,CCCCOC(=O)c1ccc(C(=O)OCCCC)cc1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, mono(2-ethylhexyl) ester (9CI)",417.25,1,CCCCC(CC)COC(=O)c1ccccc1C(=O)[O-],le15,0,0,0
"1,2-Benzenedicarboxylic acid, dibutyl ester",450.55,1,CCCCOC(=O)c1ccccc1C(=O)OCCCC,le15,0,0,0
"1H-Indene-1-carboxylic acid, 6-chloro-5-cyclohexyl-2,3-dihydro- (9CI)",483.65,1,O=C(O)C1CCc2cc(C3CCCCC3)c(Cl)cc21,le15,0,0,0
"9,12-Octadecadienoic acid, (9E,12E)-",546.15,1,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,le15,0,0,0
"Phosphonodithioic acid, ethyl-, S-(4-chlorophenyl) O-ethyl ester",441.25,1,CCOP(=S)(CC)Sc1ccc(Cl)cc1,le15,0,0,0
"Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)- (9CI)",475.75,1,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,le15,0,0,0
"Anthranilic acid, N-(alpha,alpha,alpha-trifluoro-m-tolyl)-",453.05,1,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,le15,0,0,0
"2-Pentenedioic acid, 3-((dimethoxyphosphinyl)oxy)-, dimethyl ester",439.95,1,COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,le15,0,0,0
"Phthalic acid, bis(2-methoxyethyl) ester (8CI)",404.75,1,COCCOC(=O)c1ccccc1C(=O)OCCOC,le15,0,0,0
"9H-Fluorene-9-carboxylic acid, 9-hydroxy-, butyl ester",405.95,1,CCCCOC(=O)C1(O)c2ccccc2-c2ccccc21,le15,0,0,0
"Benzoic acid, 3,4,5-trihydroxy-, octyl ester",450.25,1,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,le15,0,0,0
"Butanedioic acid, dicyclohexyl ester (9CI)",455.35,1,O=C(CCC(=O)OC1CCCCC1)OC1CCCCC1,le15,0,0,0
"Phosphoric acid, 2-chloroethyl 2,2-dichloroethenyl ethyl ester",397.65,1,CCOP(=O)(OC=C(Cl)Cl)OCCCl,le15,0,0,0
"2-Propenoic acid, 3-phenyl-, 1-ethenyl-1,5-dimethyl-4-hexenyl ester",489.25,1,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,le15,0,0,0
"Heptadecanoic acid, 16-methyl-",498.75,1,CC(C)CCCCCCCCCCCCCCC(=O)O,le15,0,0,0
octadecanoic acid,435.55,1,CCCCCCCCCCCCCCCCCC(=O)O,le15,0,0,0
"Myristic acid, butyl ester (8CI)",431.65,1,CCCCCCCCCCCCCC(=O)OCCCC,le15,0,0,0
"Benzoic acid, 4-((dipropylamino)sulfonyl)-",491.85,1,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,le15,0,0,0
"Dodecanoic acid, 2-thiocyanatoethyl ester (9CI)",465.15,1,CCCCCCCCCCCC(=O)OCCSC#N,le15,0,0,0
"5,5'-Methylenedianthranilic acid",575.55,1,Nc1ccc(Cc2ccc(N)c(C(=O)O)c2)cc1C(=O)O,le15,0,0,0
"Phosphoric acid, dibutyl phenyl ester",442.25,1,CCCCOP(=O)(OCCCC)Oc1ccccc1,le15,0,0,0
"Phosphonodithioic acid, ethyl-, S-(p-tert-butylphenyl) O-methyl ester",444.35,1,CCP(=S)(OC)Sc1ccc(C(C)(C)C)cc1,le15,0,0,0
"Phosphoramidodithioic acid, butyl-, O-ethyl S-phenyl ester",451.75,1,CCCCNP(=S)(OCC)Sc1ccccc1,le15,0,0,0
"Cyclopentanecarboxylic acid, 1-phenyl-, 2-(diethylamino)ethyl ester",397.95,1,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,le15,0,0,0
"Pyrophosphoric acid, tetraethyl ester",398.75,1,CCOP(=O)(OCC)OP(=O)(OCC)OCC,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl S-(2-(ethylsulfonyl)ethyl) ester",478.75,1,CCOP(=O)(OCC)SCCS(=O)(=O)CC,le15,0,0,0
"Phosphorodithioic acid, O,O-diethyl S-((ethylsulfinyl)ethyl) ester",474.15,1,CCOP(=S)(OCC)SCCS(=O)CC,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl O-(4-nitrophenyl) ester",446.65,1,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Phosphorothioic acid, O,S-diethyl O-(4-nitrophenyl) ester (9CI)",466.25,1,CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,le15,0,0,0
"Benzoic acid, 2-((1-naphthalenylamino)carbonyl)- (9CI)",499.55,1,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,le15,0,0,0
"Phosphoric acid, dimethyl 1,2,2,2-tetrachloroethyl ester",384.35,1,COP(=O)(OC)OC(Cl)C(Cl)(Cl)Cl,le15,0,0,0
"Phosphorodithioic acid, O,O-diethyl S-((ethylsulfonyl)methyl) ester",467.25,1,CCOP(=S)(OCC)SCS(=O)(=O)CC,le15,0,0,0
"Propionic acid, 2-methyl-2-phenoxy-, 2-morpholinoethyl ester (8CI)",473.75,1,CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,le15,0,0,0
"Linoleic acid, methyl ester (8CI)",370.15,1,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,le15,0,0,0
"Pentanedioic acid, hexafluoro-, diethyl ester",360.05,1,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC,le15,0,0,0
"Acetic acid, 2,2,2-tribromo-",370.15,1,O=C(O)C(Br)(Br)Br,le15,0,0,0
"2-Anthracenecarboxylic acid, 9,10-dihydro-1-nitro-9,10-dioxo- (9CI)",525.45,1,O=C1c2ccccc2C(=O)c2c1ccc(C(=O)O)c2[N+](=O)[O-],le15,0,0,0
"Phosphorothioic acid, O-(3-chloro-4-nitrophenyl) O,O-dimethyl ester",448.65,1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,le15,0,0,0
"Phosphorothioic acid, O-(2-chloro-4-nitrophenyl) O,O-dimethyl ester",442.15,1,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,le15,0,0,0
"Phosphorothioic acid, O-(4-chloro-3-nitrophenyl) O,O-dimethyl ester",438.95,1,COP(=S)(OC)Oc1ccc(Cl)c([N+](=O)[O-])c1,le15,0,0,0
"Oxiraneoctanoic acid, 3-octyl- (9CI)",414.25,1,CCCCCCCCC1OC1CCCCCCCC(=O)O,le15,0,0,0
"Phosphorotrithious acid, tributyl ester",456.95,1,CCCCSP(SCCCC)SCCCC,le15,0,0,0
"Hexadecanoic acid, 1-methylethyl ester",435.35,1,CCCCCCCCCCCCCCCC(=O)OC(C)C,le15,0,0,0
"Succinic acid, alpha-butyl-p-chlorobenzyl ester",507.65,1,CCCCC(OC(=O)CCC(=O)[O-])c1ccc(Cl)cc1,le15,0,0,0
"Phosphoric acid, 2,4-dichlorophenyl diethyl ester",481.65,1,CCOP(=O)(OCC)Oc1ccc(Cl)cc1Cl,le15,0,0,0
"Phosphonothioic acid, ethyl-, O-(2,4-dichlorophenyl) O-ethyl ester",434.55,1,CCOP(=S)(CC)Oc1ccc(Cl)cc1Cl,le15,0,0,0
"2-Anthracenecarboxylic acid, 9,10-dihydro-4,5,7-trihydroxy-9,10-dioxo-",657.85,1,O=C(O)c1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,le15,0,0,0
"2-Butenoic acid, 3-((dimethoxyphosphinyl)oxy)-, phenylmethyl ester",458.55,1,COP(=O)(OC)OC(C)=CC(=O)OCc1ccccc1,le15,0,0,0
"Benzoic acid, 2-(acetyloxy)-, 2-carboxyphenyl ester",477.05,1,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,le15,0,0,0
"Benzohydroxamic acid, N-fluoren-2-yl-",547.55,1,O=C(c1ccccc1)N(O)c1ccc2c(c1)Cc1ccccc1-2,le15,0,0,0
"5,8,11,14,17-Eicosapentaenoic acid",609.15,1,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,le15,0,0,0
"Acetic acid, (2,3-dichloro-4-(2-methylene-1-oxobutyl)phenoxy)-",517.25,1,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,le15,0,0,0
"1,4-Benzenedicarboxylic acid, 2,3,5,6-tetrachloro-",484.05,1,O=C(O)c1c(Cl)c(Cl)c(C(=O)O)c(Cl)c1Cl,le15,0,0,0
"1,4,5,8-Naphthalenetetracarboxylic acid",687.15,1,O=C(O)c1ccc(C(=O)O)c2c(C(=O)O)ccc(C(=O)O)c12,le15,0,0,0
"Benzenebutanoic acid, 4-(bis(2-chloroethyl)amino)-",505.25,1,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,le15,0,0,0
"Phthalic acid, butyl cyclohexyl ester (8CI)",457.55,1,CCCCOC(=O)c1ccccc1C(=O)OC1CCCCC1,le15,0,0,0
"Phosphorothioic acid, O-isopropyl O-methyl O-(4-nitro-m-tolyl) ester",452.15,1,COP(=S)(Oc1cc(C)ccc1[N+](=O)[O-])OC(C)C,le15,0,0,0
"Phosphoric acid, dimethyl 3,5,6-trichloro-2-pyridinyl ester",425.45,1,COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Phosphonic acid, bis(2-ethylhexyl) ester",465.95,1,CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,le15,0,0,0
"9,12,15-Octadecatrienoic acid, ethyl ester, (9Z,12Z,15Z)-",373.85,1,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,le15,0,0,0
"Phosphoramidothioic acid, O-methyl O-(2,4,5-trichlorophenyl) ester",454.45,1,COP(N)(=S)Oc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Methanethioic acid, tetrathiobis-, O,O-diethyl ester (9CI)",458.95,1,CCOC(=S)SSSSC(=S)OCC,le15,0,0,0
"Carbamothioic acid, methyl(3-methylphenyl)-, O-2-naphthalenyl ester",501.15,1,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,le15,0,0,0
"Phosphoric acid, diethyl p-(methylsulfonyl)phenyl ester",473.95,1,CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)cc1,le15,0,0,0
"Phosphorothioic acid, O,O-diethyl O-(4-(methylsulfinyl)phenyl) ester",471.35,1,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,le15,0,0,0
"Phosphoric acid, tripentyl ester (8CI)(9CI)",435.45,1,CCCCCOP(=O)(OCCCCC)OCCCCC,le15,0,0,0
"Phosphonothioic acid, methyl-, O-(4-nitrophenyl) O-phenyl ester",482.65,1,CP(=S)(Oc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,le15,0,0,0
"Acetic acid, 2,4-dichlorophenoxy-, 4-chloro-2-butenyl ester",439.05,1,O=C(COc1ccc(Cl)cc1Cl)OCC=CCCl,le15,0,0,0
"Phosphonothioic acid, ethyl-, O-(2-chloro-4-nitrophenyl) O-ethyl ester",457.95,1,CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])cc1Cl,le15,0,0,0
"Fluorene-9,9-dipropionic acid",583.95,1,O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21,le15,0,0,0
"Phenanthro(3,4-d)-1,3-dioxole-5-carboxylic acid, 6-nitro-",585.05,1,O=C(O)c1cc2c(c3c1c([N+](=O)[O-])cc1ccccc13)OCO2,le15,0,0,0
"Acetic acid, (2,4,5-trichlorophenoxy)-, 2-methylpropyl ester",412.25,1,CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"1,2-Benzenedicarboxylic acid, butyl phenylmethyl ester",471.45,1,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,le15,0,0,0
"Octadecanoic acid, ethyl ester",434.15,1,CCCCCCCCCCCCCCCCCC(=O)OCC,le15,0,0,0
icosanoic acid,442.85,1,CCCCCCCCCCCCCCCCCCCC(=O)O,le15,0,0,0
"Benzoic acid, 2-(acetyloxy)-, 4-(acetylamino)phenyl ester (9CI)",552.15,1,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,le15,0,0,0
"Decanedioic acid, dibutyl ester",430.65,1,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,le15,0,0,0
"Phosphorotrithioic acid, S,S,S-tributyl ester",473.55,1,CCCCSP(=O)(SCCCC)SCCCC,le15,0,0,0
"Phosphorothioic acid, O-(2,4-dichlorophenyl) O,O-diethyl ester",373.15,1,CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,le15,0,0,0
"1,2-Benzenedicarboxylic acid, diphenyl ester",528.45,1,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,le15,0,0,0
"Phosphorothioic acid, O-cyclohexyl O-methyl S-(4-chlorophenyl) ester",471.75,1,COP(=O)(OC1CCCCC1)Sc1ccc(Cl)cc1,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-, 2-butoxyethyl ester (8CI,9CI)",426.05,1,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Phosphorothioic acid, O,O-dimethyl O-(2,4,5-trichlorophenyl) ester",435.45,1,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"2-Butenoic acid, 3-methyl-, 2-(1-methylpropyl)-4,6-dinitrophenyl ester",444.85,1,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,le15,0,0,0
"Phosphoric acid, bis(2-ethylhexyl) ester",464.85,1,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC,le15,0,0,0
"Phosphonothioic acid, phenyl-, O-ethyl O-(4-nitrophenyl) ester",489.75,1,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,le15,0,0,0
"Phosphorothioic acid, O-(3-chloro-4-nitrophenyl) O,O-diethyl ester",464.65,1,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,le15,0,0,0
"Carbamothioic acid, diphenyl-, S-(2-(diethylamino)ethyl) ester",494.15,1,CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,le15,0,0,0
"4,7,10,13,16,19-Docosahexaenoic acid",616.55,1,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,le15,0,0,0
"Benzoic acid, 3,4-dichloro-, 3-(2-methylpiperidino)propyl ester",486.15,1,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,le15,0,0,0
"1,2,4-Benzenetricarboxylic acid, triallyl ester (7CI,8CI)",464.45,1,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,le15,0,0,0
"1,2-Benzenedicarboxylic acid, dicyclohexyl ester",479.75,1,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,le15,0,0,0
"Benzoic acid, 5-(aminosulfonyl)-4-chloro-2-((2-furanylmethyl)amino)-",579.05,1,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,le15,0,0,0
"Phosphoric acid, 2-chloro-1-(2,4-dichlorophenyl)ethenyl dimethyl ester",535.95,1,COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,le15,0,0,0
"Phosphoric acid, 2-chloro-1-(2,5-dichlorophenyl)ethenyl dimethyl ester",534.45,1,COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,le15,0,0,0
"1,4-Benzenedicarboxylic acid, 2,3,5,6-tetrachloro-, dimethyl ester",447.85,1,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,le15,0,0,0
"Acetic acid, (2,4-dichlorophenoxy)-, 2-ethylhexyl ester",410.15,1,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Phosphonothioic acid, ethyl-, O-ethyl O-(2,4,5-trichlorophenyl) ester",451.95,1,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Phosphoric acid, diethyl 3,5,6-trichloro-2-pyridinyl ester (9CI)",443.35,1,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,le15,0,0,0
"Acetic acid, 2,4-dichlorophenoxy-, 3-butoxypropyl ester",425.95,1,CCCCOCCCOC(=O)COc1ccc(Cl)cc1Cl,le15,0,0,0
"Butyric acid, 2-ethyl-2-phenyl-, 2-(2-(diethylamino)ethoxy)ethyl ester",481.65,1,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,le15,0,0,0
"Phosphorothioic acid, O-(p-(methylsulfinyl)phenyl) O,O-dipropyl ester",486.85,1,CCCOP(=S)(OCCC)Oc1ccc(S(C)=O)cc1,le15,0,0,0
"Benzoic acid, 3,4,5-trihydroxy-, dodecyl ester",453.45,1,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,le15,0,0,0
"Oxiraneoctanoic acid, 3-octyl-, 2-propenyl ester (9CI)",433.65,1,C=CCOC(=O)CCCCCCCC1OC1CCCCCCCC,le15,0,0,0
"Octadecanoic acid, butyl ester",466.65,1,CCCCCCCCCCCCCCCCCC(=O)OCCCC,le15,0,0,0
"8-Methoxy-3,4-methylenedioxy-10-nitrophenanthrene-1-carboxylic acid",599.15,1,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,le15,0,0,0
"Benzoic acid, 2-(acetyloxy)-, anhydride (9CI)",499.55,1,CC(=O)Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(C)=O,le15,0,0,0
"Phosphoric acid, bis(2-chloroethyl) 4-nitrophenyl ester (9CI)",482.95,1,O=[N+]([O-])c1ccc(OP(=O)(OCCCl)OCCCl)cc1,le15,0,0,0
"Heptanoic acid, 2,2,3,3,4,4,5,5,6,6,7,7-dodecafluoro-",340.75,1,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,le15,0,0,0
"Butanoic acid, 2,6-dibromo-4-cyanophenyl ester",452.45,1,CCCC(=O)Oc1c(Br)cc(C#N)cc1Br,le15,0,0,0
"1-Naphthalenesulfonic acid, 3,6-bis(1,1-dimethylethyl)-, ethyl ester",507.45,1,CCOS(=O)(=O)c1cc(C(C)(C)C)cc2cc(C(C)(C)C)ccc12,le15,0,0,0
"Nonanedioic acid, dihexyl ester",446.55,1,CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,le15,0,0,0
